case_id,external_subject_numeric_id,external_slice_index,external_modality,donor_h5_path
synthetic_007251,90,48,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_224_slice_72.h5
synthetic_007252,90,49,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_203_slice_44.h5
synthetic_007253,90,49,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_207_slice_74.h5
synthetic_007254,90,50,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_207_slice_102.h5
synthetic_007255,90,50,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_220_slice_100.h5
synthetic_007256,90,51,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_218_slice_47.h5
synthetic_007257,90,51,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_266_slice_106.h5
synthetic_007258,90,52,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_214_slice_59.h5
synthetic_007259,90,53,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_214_slice_94.h5
synthetic_007260,90,53,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_224_slice_77.h5
synthetic_007261,90,122,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_230_slice_111.h5
synthetic_007262,90,123,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_229_slice_122.h5
synthetic_007263,90,124,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_290_slice_124.h5
synthetic_007264,90,125,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_227_slice_76.h5
synthetic_007265,90,126,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_321_slice_117.h5
synthetic_007266,90,127,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_308_slice_129.h5
synthetic_007267,90,128,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_340_slice_79.h5
synthetic_007268,90,129,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_321_slice_134.h5
synthetic_007269,90,130,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_340_slice_84.h5
synthetic_007270,90,131,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_340_slice_119.h5
synthetic_007271,91,14,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_63_slice_90.h5
synthetic_007272,91,15,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_361_slice_79.h5
synthetic_007273,91,16,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_28_slice_61.h5
synthetic_007274,91,17,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_361_slice_116.h5
synthetic_007275,91,18,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_31_slice_105.h5
synthetic_007276,91,19,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_42_slice_86.h5
synthetic_007277,91,20,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_42_slice_77.h5
synthetic_007278,91,21,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_361_slice_76.h5
synthetic_007279,91,22,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_361_slice_114.h5
synthetic_007280,91,23,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_45_slice_96.h5
synthetic_007281,91,24,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_68_slice_56.h5
synthetic_007282,91,25,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_361_slice_110.h5
synthetic_007283,91,26,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_202_slice_90.h5
synthetic_007284,91,27,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_358_slice_103.h5
synthetic_007285,91,28,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_336_slice_96.h5
synthetic_007286,91,29,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_136_slice_84.h5
synthetic_007287,91,30,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_270_slice_45.h5
synthetic_007288,91,31,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_182_slice_73.h5
synthetic_007289,91,32,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_262_slice_54.h5
synthetic_007290,91,33,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_307_slice_42.h5
synthetic_007291,91,34,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_266_slice_114.h5
synthetic_007292,91,35,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_273_slice_37.h5
synthetic_007293,91,36,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_190_slice_91.h5
synthetic_007294,91,37,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_344_slice_64.h5
synthetic_007295,91,38,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_209_slice_39.h5
synthetic_007296,91,39,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_237_slice_54.h5
synthetic_007297,91,40,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_227_slice_52.h5
synthetic_007298,91,41,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_237_slice_53.h5
synthetic_007299,91,42,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_227_slice_43.h5
synthetic_007300,91,43,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_262_slice_71.h5
synthetic_007301,91,44,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_27_slice_77.h5
synthetic_007302,91,45,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_215_slice_58.h5
synthetic_007303,91,46,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_242_slice_45.h5
synthetic_007304,91,47,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_266_slice_104.h5
synthetic_007305,91,48,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_311_slice_97.h5
synthetic_007306,91,49,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_203_slice_83.h5
synthetic_007307,91,50,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_232_slice_75.h5
synthetic_007308,91,51,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_238_slice_59.h5
synthetic_007309,91,52,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_206_slice_75.h5
synthetic_007310,91,53,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_294_slice_65.h5
synthetic_007311,91,54,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_240_slice_76.h5
synthetic_007312,91,55,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_232_slice_55.h5
synthetic_007313,91,56,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_198_slice_64.h5
synthetic_007314,91,57,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_111_slice_58.h5
synthetic_007315,91,58,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_245_slice_57.h5
synthetic_007316,91,59,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_111_slice_69.h5
synthetic_007317,91,60,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_252_slice_112.h5
synthetic_007318,91,61,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_232_slice_57.h5
synthetic_007319,91,62,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_234_slice_62.h5
synthetic_007320,91,63,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_220_slice_88.h5
synthetic_007321,91,64,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_229_slice_108.h5
