case_id,external_subject_numeric_id,external_slice_index,external_modality,donor_h5_path
synthetic_007001,87,48,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_240_slice_77.h5
synthetic_007002,87,49,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_243_slice_48.h5
synthetic_007003,87,50,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_231_slice_70.h5
synthetic_007004,87,51,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_209_slice_74.h5
synthetic_007005,87,52,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_215_slice_62.h5
synthetic_007006,87,53,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_194_slice_92.h5
synthetic_007007,87,54,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_189_slice_109.h5
synthetic_007008,87,55,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_212_slice_95.h5
synthetic_007009,87,56,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_220_slice_95.h5
synthetic_007010,87,57,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_214_slice_69.h5
synthetic_007011,87,58,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_305_slice_114.h5
synthetic_007012,87,59,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_232_slice_43.h5
synthetic_007013,87,60,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_240_slice_61.h5
synthetic_007014,87,61,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_322_slice_51.h5
synthetic_007015,87,62,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_209_slice_52.h5
synthetic_007016,87,63,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_222_slice_106.h5
synthetic_007017,87,64,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_210_slice_71.h5
synthetic_007018,87,65,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_86_slice_49.h5
synthetic_007019,87,66,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_190_slice_85.h5
synthetic_007020,87,67,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_259_slice_113.h5
synthetic_007021,87,69,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_214_slice_91.h5
synthetic_007022,87,70,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_86_slice_53.h5
synthetic_007023,87,71,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_271_slice_64.h5
synthetic_007024,87,72,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_212_slice_86.h5
synthetic_007025,87,73,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_219_slice_46.h5
synthetic_007026,87,74,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_194_slice_71.h5
synthetic_007027,87,75,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_182_slice_104.h5
synthetic_007028,87,76,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_227_slice_55.h5
synthetic_007029,87,77,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_235_slice_110.h5
synthetic_007030,87,78,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_207_slice_66.h5
synthetic_007031,87,79,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_190_slice_69.h5
synthetic_007032,87,80,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_198_slice_73.h5
synthetic_007033,87,81,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_161_slice_87.h5
synthetic_007034,87,82,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_215_slice_53.h5
synthetic_007035,87,83,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_182_slice_100.h5
synthetic_007036,87,84,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_207_slice_82.h5
synthetic_007037,88,10,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_325_slice_31.h5
synthetic_007038,88,11,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_283_slice_128.h5
synthetic_007039,88,12,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_325_slice_40.h5
synthetic_007040,88,13,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_102_slice_108.h5
synthetic_007041,88,14,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_7_slice_78.h5
synthetic_007042,88,15,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_361_slice_120.h5
synthetic_007043,88,16,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_18_slice_79.h5
synthetic_007044,88,17,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_333_slice_119.h5
synthetic_007045,88,18,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_165_slice_102.h5
synthetic_007046,88,19,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_368_slice_114.h5
synthetic_007047,88,20,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_5_slice_114.h5
synthetic_007048,88,21,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_361_slice_81.h5
synthetic_007049,88,22,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_73_slice_98.h5
synthetic_007050,88,23,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_353_slice_66.h5
synthetic_007051,88,24,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_38_slice_58.h5
synthetic_007052,88,25,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_364_slice_89.h5
synthetic_007053,88,26,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_352_slice_115.h5
synthetic_007054,88,27,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_358_slice_99.h5
synthetic_007055,88,28,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_39_slice_97.h5
synthetic_007056,88,29,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_358_slice_101.h5
synthetic_007057,88,30,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_24_slice_83.h5
synthetic_007058,88,31,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_367_slice_98.h5
synthetic_007059,88,32,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_209_slice_37.h5
synthetic_007060,88,33,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_105_slice_41.h5
synthetic_007061,88,34,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_307_slice_40.h5
synthetic_007062,88,35,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_225_slice_127.h5
synthetic_007063,88,36,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_307_slice_47.h5
synthetic_007064,88,37,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_243_slice_79.h5
synthetic_007065,88,38,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_204_slice_49.h5
synthetic_007066,88,39,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_225_slice_111.h5
synthetic_007067,88,40,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_296_slice_71.h5
synthetic_007068,88,41,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_363_slice_85.h5
synthetic_007069,88,42,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_262_slice_72.h5
synthetic_007070,88,44,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_194_slice_85.h5
synthetic_007071,88,45,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_341_slice_61.h5
synthetic_007072,88,46,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_214_slice_51.h5
synthetic_007073,88,47,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_218_slice_49.h5
synthetic_007074,88,48,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_224_slice_45.h5
synthetic_007075,88,49,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_218_slice_52.h5
synthetic_007076,88,50,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_195_slice_65.h5
synthetic_007077,88,51,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_207_slice_79.h5
synthetic_007078,88,52,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_195_slice_54.h5
synthetic_007079,88,53,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_357_slice_80.h5
synthetic_007080,88,54,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_245_slice_37.h5
synthetic_007081,88,55,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_189_slice_99.h5
synthetic_007082,88,56,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_198_slice_55.h5
synthetic_007083,88,57,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_198_slice_54.h5
synthetic_007084,88,58,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_331_slice_58.h5
synthetic_007085,88,59,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_304_slice_46.h5
synthetic_007086,88,61,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_214_slice_50.h5
synthetic_007087,88,62,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_251_slice_100.h5
synthetic_007088,88,63,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_241_slice_73.h5
synthetic_007089,88,64,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_158_slice_61.h5
synthetic_007090,88,64,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_212_slice_92.h5
