case_id,external_subject_numeric_id,external_slice_index,external_modality,donor_h5_path
synthetic_009501,119,46,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_287_slice_103.h5
synthetic_009502,119,46,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_307_slice_56.h5
synthetic_009503,119,47,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_262_slice_93.h5
synthetic_009504,119,47,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_304_slice_54.h5
synthetic_009505,119,48,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_262_slice_59.h5
synthetic_009506,119,48,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_304_slice_38.h5
synthetic_009507,119,49,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_204_slice_52.h5
synthetic_009508,119,49,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_319_slice_91.h5
synthetic_009509,119,50,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_289_slice_104.h5
synthetic_009510,119,50,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_304_slice_53.h5
synthetic_009511,119,51,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_287_slice_91.h5
synthetic_009512,119,51,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_289_slice_78.h5
synthetic_009513,119,52,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_302_slice_91.h5
synthetic_009514,119,52,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_313_slice_100.h5
synthetic_009515,119,121,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_252_slice_55.h5
synthetic_009516,119,123,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_318_slice_53.h5
synthetic_009517,119,124,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_310_slice_37.h5
synthetic_009518,119,125,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_258_slice_58.h5
synthetic_009519,119,126,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_285_slice_119.h5
synthetic_009520,119,127,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_313_slice_109.h5
synthetic_009521,119,128,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_284_slice_123.h5
synthetic_009522,119,129,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_311_slice_121.h5
synthetic_009523,119,130,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_313_slice_72.h5
synthetic_009524,119,131,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_313_slice_81.h5
synthetic_009525,119,132,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_355_slice_128.h5
synthetic_009526,119,133,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_98_slice_131.h5
synthetic_009527,119,134,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_20_slice_87.h5
synthetic_009528,119,135,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_171_slice_125.h5
synthetic_009529,119,137,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_32_slice_128.h5
synthetic_009530,119,138,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_120_slice_72.h5
synthetic_009531,119,139,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_82_slice_76.h5
synthetic_009532,119,140,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_340_slice_73.h5
synthetic_009533,120,4,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_13_slice_106.h5
synthetic_009534,120,5,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_13_slice_70.h5
synthetic_009535,120,6,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_257_slice_56.h5
synthetic_009536,120,7,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_84_slice_73.h5
synthetic_009537,120,8,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_39_slice_104.h5
synthetic_009538,120,9,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_3_slice_95.h5
synthetic_009539,120,10,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_183_slice_105.h5
synthetic_009540,120,11,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_51_slice_126.h5
synthetic_009541,120,13,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_29_slice_88.h5
synthetic_009542,120,14,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_191_slice_109.h5
synthetic_009543,120,15,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_80_slice_52.h5
synthetic_009544,120,16,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_11_slice_60.h5
synthetic_009545,120,17,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_80_slice_60.h5
synthetic_009546,120,18,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_72_slice_97.h5
synthetic_009547,120,19,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_9_slice_100.h5
synthetic_009548,120,20,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_38_slice_79.h5
synthetic_009549,120,21,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_38_slice_87.h5
synthetic_009550,120,22,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_168_slice_80.h5
synthetic_009551,120,23,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_96_slice_97.h5
