case_id,external_subject_numeric_id,external_slice_index,external_modality,donor_h5_path
synthetic_006001,74,50,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_195_slice_60.h5
synthetic_006002,74,50,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_367_slice_81.h5
synthetic_006003,74,51,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_158_slice_45.h5
synthetic_006004,74,51,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_198_slice_56.h5
synthetic_006005,74,52,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_111_slice_43.h5
synthetic_006006,74,52,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_175_slice_104.h5
synthetic_006007,74,53,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_158_slice_49.h5
synthetic_006008,74,53,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_159_slice_101.h5
synthetic_006009,74,54,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_158_slice_48.h5
synthetic_006010,74,54,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_180_slice_54.h5
synthetic_006011,74,55,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_119_slice_46.h5
synthetic_006012,74,55,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_171_slice_69.h5
synthetic_006013,74,56,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_158_slice_64.h5
synthetic_006014,74,56,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_174_slice_83.h5
synthetic_006015,74,57,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_208_slice_92.h5
synthetic_006016,74,57,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_234_slice_61.h5
synthetic_006017,74,58,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_218_slice_62.h5
synthetic_006018,74,58,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_220_slice_85.h5
synthetic_006019,74,59,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_171_slice_108.h5
synthetic_006020,74,59,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_183_slice_48.h5
synthetic_006021,74,60,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_180_slice_71.h5
synthetic_006022,74,60,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_188_slice_53.h5
synthetic_006023,75,9,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_42_slice_124.h5
synthetic_006024,75,10,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_329_slice_82.h5
synthetic_006025,75,11,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_334_slice_96.h5
synthetic_006026,75,12,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_329_slice_75.h5
synthetic_006027,75,13,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_337_slice_121.h5
synthetic_006028,75,14,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_325_slice_43.h5
synthetic_006029,75,15,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_297_slice_118.h5
synthetic_006030,75,16,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_348_slice_113.h5
synthetic_006031,75,17,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_337_slice_112.h5
synthetic_006032,75,18,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_337_slice_120.h5
synthetic_006033,75,19,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_329_slice_74.h5
synthetic_006034,75,20,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_350_slice_94.h5
synthetic_006035,75,21,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_279_slice_116.h5
synthetic_006036,75,22,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_333_slice_118.h5
synthetic_006037,75,23,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_337_slice_88.h5
synthetic_006038,75,24,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_336_slice_116.h5
synthetic_006039,75,25,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_287_slice_114.h5
synthetic_006040,75,26,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_139_slice_86.h5
synthetic_006041,75,27,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_323_slice_96.h5
synthetic_006042,75,95,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_179_slice_52.h5
synthetic_006043,75,95,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_184_slice_56.h5
synthetic_006044,75,96,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_151_slice_69.h5
synthetic_006045,75,96,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_171_slice_85.h5
