case_id,external_subject_numeric_id,external_slice_index,external_modality,donor_h5_path
synthetic_000751,7,38,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_5_slice_96.h5
synthetic_000752,7,38,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_318_slice_48.h5
synthetic_000753,7,39,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_156_slice_35.h5
synthetic_000754,7,39,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_184_slice_43.h5
synthetic_000755,7,40,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_26_slice_38.h5
synthetic_000756,7,40,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_37_slice_37.h5
synthetic_000757,7,41,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_16_slice_107.h5
synthetic_000758,7,41,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_307_slice_48.h5
synthetic_000759,7,42,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_16_slice_106.h5
synthetic_000760,7,42,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_26_slice_39.h5
synthetic_000761,7,43,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_51_slice_107.h5
synthetic_000762,7,43,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_358_slice_76.h5
synthetic_000763,7,44,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_331_slice_50.h5
synthetic_000764,7,44,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_367_slice_74.h5
synthetic_000765,7,45,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_10_slice_93.h5
synthetic_000766,7,45,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_16_slice_91.h5
synthetic_000767,7,46,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_27_slice_98.h5
synthetic_000768,7,46,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_319_slice_80.h5
synthetic_000769,7,47,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_89_slice_36.h5
synthetic_000770,7,47,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_341_slice_64.h5
synthetic_000771,7,48,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_9_slice_64.h5
