case_id,external_subject_numeric_id,external_slice_index,external_modality,donor_h5_path
synthetic_005751,71,32,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_167_slice_56.h5
synthetic_005752,71,33,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_187_slice_112.h5
synthetic_005753,71,33,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_196_slice_52.h5
synthetic_005754,71,34,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_163_slice_70.h5
synthetic_005755,71,34,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_182_slice_79.h5
synthetic_005756,71,35,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_170_slice_40.h5
synthetic_005757,71,35,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_364_slice_42.h5
synthetic_005758,71,36,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_167_slice_83.h5
synthetic_005759,71,36,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_185_slice_94.h5
synthetic_005760,71,37,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_163_slice_103.h5
synthetic_005761,71,37,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_182_slice_91.h5
synthetic_005762,71,38,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_128_slice_76.h5
synthetic_005763,71,38,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_179_slice_59.h5
synthetic_005764,71,39,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_119_slice_53.h5
synthetic_005765,71,39,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_179_slice_58.h5
synthetic_005766,71,40,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_145_slice_39.h5
synthetic_005767,71,40,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_168_slice_101.h5
synthetic_005768,71,41,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_180_slice_60.h5
synthetic_005769,71,41,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_200_slice_55.h5
synthetic_005770,71,42,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_86_slice_50.h5
synthetic_005771,71,42,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_179_slice_69.h5
synthetic_005772,71,43,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_168_slice_90.h5
synthetic_005773,71,43,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_173_slice_83.h5
synthetic_005774,71,44,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_180_slice_56.h5
synthetic_005775,71,44,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_180_slice_101.h5
synthetic_005776,71,45,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_158_slice_41.h5
