case_id,external_subject_numeric_id,external_slice_index,external_modality,donor_h5_path
synthetic_000251,1,4,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_28_slice_63.h5
synthetic_000252,1,4,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_68_slice_93.h5
synthetic_000253,1,5,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_41_slice_95.h5
synthetic_000254,1,5,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_41_slice_96.h5
synthetic_000255,1,6,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_4_slice_115.h5
synthetic_000256,1,6,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_11_slice_77.h5
synthetic_000257,1,7,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_11_slice_72.h5
synthetic_000258,1,7,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_11_slice_79.h5
synthetic_000259,1,8,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_4_slice_112.h5
synthetic_000260,1,8,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_42_slice_72.h5
synthetic_000261,1,9,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_18_slice_81.h5
synthetic_000262,1,9,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_76_slice_101.h5
synthetic_000263,1,10,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_18_slice_63.h5
synthetic_000264,1,10,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_24_slice_94.h5
synthetic_000265,1,11,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_4_slice_58.h5
synthetic_000266,1,11,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_18_slice_61.h5
synthetic_000267,1,12,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_3_slice_103.h5
synthetic_000268,1,12,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_11_slice_63.h5
synthetic_000269,1,13,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_3_slice_104.h5
synthetic_000270,1,13,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_67_slice_116.h5
synthetic_000271,1,14,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_4_slice_113.h5
synthetic_000272,1,14,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_31_slice_125.h5
synthetic_000273,1,15,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_5_slice_109.h5
synthetic_000274,1,15,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_11_slice_69.h5
synthetic_000275,1,16,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_3_slice_85.h5
synthetic_000276,1,16,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_216_slice_87.h5
synthetic_000277,1,17,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_213_slice_37.h5
synthetic_000278,1,18,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_5_slice_104.h5
synthetic_000279,1,18,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_39_slice_79.h5
synthetic_000280,1,19,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_24_slice_93.h5
synthetic_000281,1,19,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_108_slice_52.h5
synthetic_000282,1,20,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_41_slice_75.h5
synthetic_000283,1,20,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_233_slice_98.h5
synthetic_000284,1,21,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_24_slice_102.h5
synthetic_000285,1,21,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_90_slice_89.h5
synthetic_000286,1,22,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_23_slice_112.h5
synthetic_000287,1,22,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_217_slice_39.h5
synthetic_000288,1,23,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_11_slice_65.h5
synthetic_000289,1,23,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_202_slice_77.h5
synthetic_000290,1,24,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_130_slice_34.h5
synthetic_000291,1,24,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_218_slice_35.h5
synthetic_000292,1,25,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_242_slice_29.h5
synthetic_000293,1,25,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_363_slice_45.h5
synthetic_000294,1,43,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_29_slice_74.h5
synthetic_000295,1,43,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_37_slice_41.h5
synthetic_000296,1,43,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_344_slice_53.h5
synthetic_000297,1,50,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_294_slice_75.h5
synthetic_000298,1,50,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_323_slice_52.h5
synthetic_000299,1,50,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_341_slice_54.h5
synthetic_000300,1,51,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_288_slice_59.h5
synthetic_000301,1,51,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_317_slice_73.h5
synthetic_000302,1,52,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_20_slice_32.h5
synthetic_000303,1,52,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_284_slice_59.h5
synthetic_000304,1,52,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_311_slice_96.h5
synthetic_000305,1,53,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_6_slice_70.h5
synthetic_000306,1,53,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_299_slice_67.h5
synthetic_000307,1,53,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_332_slice_103.h5
synthetic_000308,1,54,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_14_slice_34.h5
synthetic_000309,1,54,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_301_slice_120.h5
synthetic_000310,1,54,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_338_slice_59.h5
synthetic_000311,1,55,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_16_slice_64.h5
synthetic_000312,1,55,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_35_slice_81.h5
synthetic_000313,1,55,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_324_slice_44.h5
synthetic_000314,1,56,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_17_slice_105.h5
synthetic_000315,1,56,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_280_slice_80.h5
synthetic_000316,1,56,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_284_slice_106.h5
synthetic_000317,1,57,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_1_slice_57.h5
synthetic_000318,1,57,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_54.h5
synthetic_000319,1,57,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_286_slice_102.h5
synthetic_000320,1,58,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_74.h5
synthetic_000321,1,58,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_7_slice_58.h5
synthetic_000322,1,58,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_318_slice_96.h5
synthetic_000323,1,59,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_9_slice_73.h5
synthetic_000324,1,59,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_19_slice_58.h5
synthetic_000325,1,59,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_312_slice_98.h5
synthetic_000326,1,60,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_4_slice_91.h5
synthetic_000327,1,60,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_14_slice_78.h5
synthetic_000328,1,60,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_367_slice_89.h5
synthetic_000329,2,1,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_5_slice_115.h5
synthetic_000330,2,2,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_4_slice_107.h5
synthetic_000331,2,3,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_354_slice_109.h5
synthetic_000332,2,4,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_253_slice_65.h5
synthetic_000333,2,5,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_57_slice_83.h5
