case_id,external_subject_numeric_id,external_slice_index,external_modality,donor_h5_path
synthetic_006751,84,28,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_292_slice_37.h5
synthetic_006752,84,29,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_195_slice_35.h5
synthetic_006753,84,30,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_242_slice_41.h5
synthetic_006754,84,31,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_227_slice_56.h5
synthetic_006755,84,32,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_275_slice_60.h5
synthetic_006756,84,33,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_221_slice_55.h5
synthetic_006757,84,34,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_203_slice_84.h5
synthetic_006758,84,35,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_238_slice_93.h5
synthetic_006759,84,36,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_232_slice_76.h5
synthetic_006760,84,37,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_225_slice_86.h5
synthetic_006761,84,38,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_206_slice_68.h5
synthetic_006762,84,39,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_314_slice_89.h5
synthetic_006763,84,40,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_238_slice_43.h5
synthetic_006764,84,41,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_214_slice_74.h5
synthetic_006765,84,42,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_170_slice_69.h5
synthetic_006766,84,42,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_214_slice_81.h5
synthetic_006767,84,43,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_195_slice_52.h5
synthetic_006768,84,43,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_219_slice_87.h5
synthetic_006769,84,44,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_190_slice_65.h5
synthetic_006770,84,44,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_194_slice_43.h5
synthetic_006771,84,45,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_215_slice_54.h5
synthetic_006772,84,45,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_232_slice_52.h5
synthetic_006773,84,46,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_194_slice_44.h5
synthetic_006774,84,46,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_215_slice_65.h5
synthetic_006775,84,47,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_189_slice_101.h5
synthetic_006776,84,47,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_209_slice_43.h5
synthetic_006777,84,48,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_169_slice_57.h5
synthetic_006778,84,48,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_328_slice_65.h5
synthetic_006779,84,49,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_231_slice_109.h5
synthetic_006780,84,49,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_360_slice_110.h5
synthetic_006781,84,50,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_182_slice_102.h5
synthetic_006782,84,50,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_271_slice_63.h5
synthetic_006783,84,51,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_190_slice_63.h5
synthetic_006784,84,51,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_190_slice_80.h5
synthetic_006785,84,52,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_194_slice_74.h5
synthetic_006786,84,52,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_210_slice_104.h5
synthetic_006787,84,53,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_198_slice_45.h5
synthetic_006788,84,53,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_230_slice_89.h5
synthetic_006789,84,54,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_214_slice_54.h5
synthetic_006790,84,54,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_290_slice_68.h5
synthetic_006791,84,55,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_195_slice_53.h5
synthetic_006792,84,55,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_231_slice_99.h5
synthetic_006793,84,56,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_210_slice_102.h5
synthetic_006794,84,56,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_277_slice_84.h5
synthetic_006795,84,57,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_203_slice_77.h5
synthetic_006796,84,57,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_229_slice_114.h5
synthetic_006797,84,58,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_194_slice_63.h5
synthetic_006798,84,58,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_214_slice_73.h5
synthetic_006799,84,59,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_158_slice_42.h5
synthetic_006800,84,59,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_210_slice_116.h5
synthetic_006801,84,60,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_189_slice_100.h5
synthetic_006802,84,60,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_317_slice_85.h5
synthetic_006803,85,6,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_201_slice_124.h5
synthetic_006804,85,7,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_13_slice_79.h5
synthetic_006805,85,8,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_3_slice_91.h5
synthetic_006806,85,9,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_31_slice_81.h5
synthetic_006807,85,10,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_333_slice_59.h5
synthetic_006808,85,11,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_18_slice_60.h5
synthetic_006809,85,12,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_72_slice_102.h5
synthetic_006810,85,13,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_23_slice_120.h5
synthetic_006811,85,14,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_51_slice_130.h5
