case_id,external_subject_numeric_id,external_slice_index,external_modality,donor_h5_path
synthetic_008751,109,133,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_34_slice_134.h5
synthetic_008752,109,134,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_120_slice_125.h5
synthetic_008753,110,9,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_326_slice_76.h5
synthetic_008754,110,10,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_16_slice_122.h5
synthetic_008755,110,11,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_199_slice_112.h5
synthetic_008756,110,12,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_31_slice_78.h5
synthetic_008757,110,13,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_350_slice_67.h5
synthetic_008758,110,14,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_24_slice_114.h5
synthetic_008759,110,15,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_178_slice_100.h5
synthetic_008760,110,16,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_216_slice_83.h5
synthetic_008761,110,17,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_216_slice_67.h5
synthetic_008762,110,18,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_139_slice_84.h5
synthetic_008763,110,19,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_54_slice_92.h5
synthetic_008764,110,20,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_368_slice_108.h5
synthetic_008765,110,21,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_202_slice_40.h5
synthetic_008766,110,22,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_72_slice_89.h5
synthetic_008767,110,23,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_275_slice_35.h5
synthetic_008768,110,24,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_165_slice_33.h5
synthetic_008769,110,25,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_156_slice_34.h5
synthetic_008770,110,26,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_345_slice_57.h5
synthetic_008771,110,27,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_9_slice_99.h5
synthetic_008772,110,28,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_296_slice_37.h5
synthetic_008773,110,29,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_309_slice_91.h5
