case_id,external_subject_numeric_id,external_slice_index,external_modality,donor_h5_path
synthetic_002001,23,31,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_4_slice_68.h5
synthetic_002002,23,32,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_116_slice_38.h5
synthetic_002003,23,32,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_233_slice_93.h5
synthetic_002004,23,33,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_309_slice_28.h5
synthetic_002005,23,33,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_356_slice_89.h5
synthetic_002006,23,34,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_43_slice_75.h5
synthetic_002007,23,34,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_96_slice_96.h5
synthetic_002008,23,35,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_59_slice_72.h5
synthetic_002009,23,35,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_328_slice_36.h5
synthetic_002010,23,36,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_58_slice_82.h5
synthetic_002011,23,36,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_59_slice_70.h5
synthetic_002012,23,37,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_43_slice_49.h5
synthetic_002013,23,37,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_332_slice_91.h5
synthetic_002014,23,38,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_54_slice_69.h5
synthetic_002015,23,38,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_69_slice_65.h5
synthetic_002016,23,39,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_20_slice_20.h5
synthetic_002017,23,39,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_324_slice_39.h5
synthetic_002018,23,118,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_26_slice_44.h5
synthetic_002019,23,118,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_75_slice_101.h5
synthetic_002020,23,119,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_62_slice_81.h5
synthetic_002021,23,119,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_329_slice_62.h5
synthetic_002022,23,120,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_64_slice_76.h5
synthetic_002023,23,120,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_66_slice_106.h5
synthetic_002024,23,121,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_44_slice_80.h5
synthetic_002025,23,121,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_51_slice_95.h5
synthetic_002026,23,122,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_33_slice_128.h5
synthetic_002027,23,122,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_296_slice_82.h5
synthetic_002028,23,123,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_46_slice_67.h5
synthetic_002029,23,123,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_318_slice_56.h5
synthetic_002030,23,124,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_34_slice_118.h5
synthetic_002031,23,124,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_70_slice_103.h5
synthetic_002032,23,125,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_34_slice_123.h5
synthetic_002033,23,125,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_69_slice_50.h5
synthetic_002034,23,126,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_59_slice_69.h5
synthetic_002035,23,126,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_66_slice_110.h5
synthetic_002036,23,127,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_305_slice_75.h5
synthetic_002037,23,127,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_347_slice_114.h5
synthetic_002038,23,128,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_78_slice_56.h5
synthetic_002039,23,129,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_6_slice_121.h5
synthetic_002040,23,130,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_69_slice_122.h5
synthetic_002041,23,131,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_140_slice_78.h5
synthetic_002042,23,132,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_106_slice_127.h5
synthetic_002043,23,133,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_22_slice_123.h5
synthetic_002044,23,134,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_160_slice_114.h5
synthetic_002045,24,0,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_244_slice_109.h5
synthetic_002046,24,1,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_129_slice_87.h5
synthetic_002047,24,2,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_103_slice_91.h5
synthetic_002048,24,3,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_108_slice_61.h5
synthetic_002049,24,4,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_84_slice_71.h5
synthetic_002050,24,5,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_80_slice_68.h5
synthetic_002051,24,6,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_28_slice_46.h5
synthetic_002052,24,7,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_58_slice_84.h5
synthetic_002053,24,8,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_87_slice_86.h5
synthetic_002054,24,9,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_29_slice_84.h5
synthetic_002055,24,10,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_73_slice_99.h5
synthetic_002056,24,11,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_108_slice_46.h5
synthetic_002057,24,12,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_94_slice_67.h5
synthetic_002058,24,13,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_4_slice_63.h5
synthetic_002059,24,14,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_359_slice_93.h5
synthetic_002060,24,15,flair,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_127_slice_70.h5
